run,prompt_file,prompt_id,dataset,judge_model,language,dimension,protocol,protocol_name,system_chars,user_chars,messages
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004254_mt5_small__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,770,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016183_1shot__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,562,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016183_1shot__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,372,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016183_1shot__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,700,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_014956_finetuned__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,578,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_014956_finetuned__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,388,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_014956_finetuned__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,716,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008853_mt5_small__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,640,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008853_mt5_small__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,450,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008853_mt5_small__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,778,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017511_1shot__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1050,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017511_1shot__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,860,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017511_1shot__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1188,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004304_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,859,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004304_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,669,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004304_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,997,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000426_mt5_small_250steps__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1439,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000426_mt5_small_250steps__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,1249,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_000426_mt5_small_250steps__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1577,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004173_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1227,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004173_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,1037,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_004173_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1365,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016208_1shot__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,642,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016208_1shot__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,452,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_016208_1shot__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,780,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017404_1shot__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,767,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017404_1shot__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,577,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017404_1shot__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,905,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008833_mt5_small_250steps__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,602,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008833_mt5_small_250steps__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,412,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_008833_mt5_small_250steps__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,740,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017403_1shot__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,1189,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017403_1shot__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,999,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_017403_1shot__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1327,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003624_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,994,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003624_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,804,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_003624_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,1132,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_001473_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,714,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_001473_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,524,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_001473_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,852,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015116_finetuned__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,52,757,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015116_finetuned__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,61,567,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_comprehensibility_015116_finetuned__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,comprehensibility,P3_bilingual,Bilingual rubric,62,895,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_014913_finetuned__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,911,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_014913_finetuned__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,719,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_014913_finetuned__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,1056,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_004298_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,625,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_004298_reference__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,433,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_004298_reference__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,770,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000813_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,621,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000813_reference__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,429,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000813_reference__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,766,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_006835_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,709,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_006835_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,517,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_006835_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,854,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008759_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,627,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008759_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,435,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008759_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,772,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001438_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,774,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001438_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,582,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001438_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,919,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003568_mt5_small__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,629,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003568_mt5_small__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,437,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003568_mt5_small__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,774,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_010432_mt5_small_250steps__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,589,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_010432_mt5_small_250steps__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,397,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_010432_mt5_small_250steps__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,734,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000814_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,567,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000814_reference__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,375,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000814_reference__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,712,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_005184_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,703,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_005184_reference__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,511,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_005184_reference__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,848,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_007759_mt5_small__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,623,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_007759_mt5_small__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,431,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_007759_mt5_small__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,768,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008476_mt5_small__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,617,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008476_mt5_small__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,425,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008476_mt5_small__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,762,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003694_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,731,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003694_reference__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,539,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003694_reference__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,876,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001556_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,752,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001556_reference__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,560,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001556_reference__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,897,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_007792_mt5_small_250steps__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,633,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_007792_mt5_small_250steps__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,441,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_007792_mt5_small_250steps__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,778,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_004144_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,687,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_004144_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,495,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_004144_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,832,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003761_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,682,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003761_reference__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,490,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_003761_reference__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,827,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000672_mt5_xxl__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,642,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000672_mt5_xxl__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,450,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_000672_mt5_xxl__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,787,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001499_mt5_small__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,629,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001499_mt5_small__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,437,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_001499_mt5_small__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,774,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008434_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,823,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008434_reference__P1_target_rubric__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P1_target_rubric,Target-language rubric,61,631,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_008434_reference__P3_bilingual__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P3_bilingual,Bilingual rubric,62,968,2
candidate audit n25,data/prompts/audit_gpt41mini_n25_combined_explicit_prompts.jsonl,seahorse_test_tr_grammar_007782_reference__P0_direct_english__gpt-4.1-mini,seahorse,gpt-4.1-mini,tr,grammar,P0_direct_english,Direct English rubric,52,649,2
